"Precinct","Registered","Ballots Cast","Donald J. Trump","Hillary Rodham Clinton","Percent Trump","Percent Clinton","Voter turnout","Democrat minus Republican"
7114,0,0,0,0,0,0,0,0
7116,2,1,0,1,0,100,50,100
7118,102,38,16,22,42.10526316,57.89473684,37.25490196,15.78947368
7120,502,266,66,181,24.81203008,68.04511278,52.98804781,43.2330827
7122,0,0,0,0,0,0,0,0
7124,1665,1160,119,1019,10.25862069,87.84482759,69.66966967,77.5862069
7126,2944,1922,462,1368,24.03746098,71.17585848,65.28532609,47.1383975
7128,2542,1605,71,1494,4.423676012,93.08411215,63.13926042,88.660436138
7130,2347,1762,686,970,38.93303065,55.05107832,75.07456327,16.11804767
7132,1385,998,422,529,42.28456914,53.00601202,72.05776173,10.72144288
7134,1368,807,117,660,14.49814126,81.78438662,58.99122807,67.28624536
7136,113,67,29,31,43.28358209,46.26865672,59.2920354,2.98507463
7138,2906,1762,358,1344,20.31782066,76.276958,60.63317275,55.95913734
7140,256,177,82,92,46.32768362,51.97740113,69.140625,5.64971751
7142,66,45,6,37,13.33333333,82.22222222,68.18181818,68.88888889
7144,78,53,1,50,1.886792453,94.33962264,67.94871795,92.452830187
7146,354,220,12,202,5.454545455,91.81818182,62.14689266,86.363636365
7148,150,85,24,56,28.23529412,65.88235294,56.66666667,37.64705882
7149,105,54,8,45,14.81481481,83.33333333,51.42857143,68.51851852
7150,897,680,265,375,38.97058824,55.14705882,75.80824972,16.17647058
7152,1395,1042,470,504,45.10556622,48.36852207,74.6953405,3.26295585
7154,655,514,317,174,61.67315175,33.85214008,78.47328244,-27.82101167
7156,192,152,83,57,54.60526316,37.5,79.16666667,-17.10526316
7158,1339,1044,436,569,41.76245211,54.50191571,77.96863331,12.7394636
7160,1772,1090,177,876,16.23853211,80.36697248,61.51241535,64.12844037
7162,1397,872,125,718,14.33486239,82.33944954,62.41947029,68.00458715
7164,731,515,196,299,38.05825243,58.05825243,70.45143639,20
7166,979,806,380,402,47.14640199,49.87593052,82.32890705,2.72952853
7168,2724,1896,653,1161,34.44092827,61.23417722,69.60352423,26.79324895
7170,1496,988,371,571,37.55060729,57.79352227,66.04278075,20.24291498
7172,732,494,222,248,44.93927126,50.20242915,67.4863388,5.26315789
7174,1674,1070,202,829,18.87850467,77.47663551,63.91875747,58.59813084
7176,282,195,51,138,26.15384615,70.76923077,69.14893617,44.61538462
7178,2695,1780,335,1394,18.82022472,78.31460674,66.04823748,59.49438202
7180,3097,2056,156,1857,7.587548638,90.32101167,66.38682596,82.733463032
7182,1714,1159,39,1093,3.364969802,94.30543572,67.61960327,90.940465918
7184,5,5,1,4,20,80,100,60
7186,2536,1719,378,1264,21.9895288,73.53112275,67.78391167,51.54159395
7188,1675,1138,463,624,40.68541301,54.83304042,67.94029851,14.14762741
7190,2234,1533,545,911,35.55120678,59.42596217,68.62130707,23.87475539
7192,34,15,5,9,33.33333333,60,44.11764706,26.66666667
7194,1431,916,305,564,33.29694323,61.5720524,64.01118099,28.27510917
7196,2218,1584,254,1283,16.03535354,80.99747475,71.41568981,64.96212121
7198,93,63,31,31,49.20634921,49.20634921,67.74193548,0
7200,1753,1168,85,1069,7.27739726,91.5239726,66.62863662,84.24657534
7202,1312,916,287,598,31.33187773,65.28384279,69.81707317,33.95196506
7204,184,125,58,65,46.4,52,67.93478261,5.59999999999999
7206,168,112,56,49,50,43.75,66.66666667,-6.25
7208,1396,942,198,711,21.01910828,75.47770701,67.47851003,54.45859873
7210,2126,1402,41,1331,2.924393723,94.93580599,65.94543744,92.011412267
7212,2156,1251,181,1030,14.46842526,82.33413269,58.02411874,67.86570743
7214,1754,970,233,696,24.02061856,71.75257732,55.30216648,47.73195876
8001,223,79,16,58,20.25316456,73.41772152,35.42600897,53.16455696
8002,289,92,41,44,44.56521739,47.82608696,31.83391003,3.26086957
